test,run,ms,rows,status,error
A_journey_01,1,57,8,ok,
A_journey_02,1,65,20,ok,
A_journey_03,1,62,20,ok,
A_journey_04,1,60,20,ok,
A_journey_05,1,112,20,ok,
A_journey_06,1,129,20,ok,
A_journey_07,1,46,20,ok,
A_journey_08,1,104,10,ok,
A_journey_09,1,107,20,ok,
A_journey_10,1,43,20,ok,
A_journey_11,1,103,20,ok,
A_journey_12,1,37,20,ok,
A_journey_13,1,94,16,ok,
A_journey_14,1,36,20,ok,
A_journey_15,1,40,20,ok,
A_journey_16,1,39,12,ok,
A_journey_17,1,39,20,ok,
A_journey_18,1,36,20,ok,
A_journey_19,1,44,20,ok,
A_journey_20,1,41,20,ok,
A_journey_21,1,37,20,ok,
A_journey_22,1,108,20,ok,
A_journey_23,1,40,20,ok,
A_journey_24,1,108,20,ok,
A_journey_25,1,108,20,ok,
A_journey_26,1,90,20,ok,
A_journey_27,1,44,20,ok,
A_journey_28,1,34,20,ok,
A_journey_29,1,123,20,ok,
A_journey_30,1,72,20,ok,
A_journey_31,1,38,20,ok,
A_journey_32,1,82,20,ok,
A_journey_33,1,114,20,ok,
A_journey_34,1,44,20,ok,
A_journey_35,1,44,2,ok,
A_journey_36,1,105,20,ok,
A_journey_37,1,100,20,ok,
A_journey_38,1,35,20,ok,
A_journey_39,1,70,20,ok,
A_journey_40,1,33,20,ok,
A_journey_41,1,34,20,ok,
A_journey_42,1,35,20,ok,
A_journey_43,1,35,20,ok,
A_journey_44,1,33,20,ok,
A_journey_45,1,81,20,ok,
A_journey_46,1,42,20,ok,
A_journey_47,1,35,20,ok,
A_journey_48,1,115,4,ok,
A_journey_49,1,39,20,ok,
A_journey_50,1,34,20,ok,
A_journey_51,1,33,20,ok,
A_journey_52,1,36,20,ok,
A_journey_53,1,34,6,ok,
A_journey_54,1,77,20,ok,
A_journey_55,1,34,20,ok,
A_journey_56,1,42,20,ok,
A_journey_57,1,35,20,ok,
A_journey_58,1,41,20,ok,
A_journey_59,1,34,20,ok,
A_journey_60,1,35,20,ok,
A_journey_61,1,36,20,ok,
A_journey_62,1,39,20,ok,
A_journey_63,1,71,20,ok,
A_journey_64,1,36,20,ok,
A_journey_65,1,36,20,ok,
A_journey_66,1,75,20,ok,
A_journey_67,1,44,20,ok,
A_journey_68,1,34,20,ok,
A_journey_69,1,32,20,ok,
A_journey_70,1,37,20,ok,
A_journey_71,1,51,20,ok,
A_journey_72,1,37,20,ok,
A_journey_73,1,33,20,ok,
A_journey_74,1,41,20,ok,
A_journey_75,1,35,20,ok,
A_journey_76,1,40,2,ok,
A_journey_77,1,33,20,ok,
A_journey_78,1,65,20,ok,
A_journey_79,1,37,20,ok,
A_journey_80,1,36,20,ok,
A_journey_81,1,35,20,ok,
A_journey_82,1,44,20,ok,
A_journey_83,1,36,20,ok,
A_journey_84,1,41,20,ok,
A_journey_85,1,34,16,ok,
A_journey_86,1,40,20,ok,
A_journey_87,1,38,20,ok,
A_journey_88,1,33,20,ok,
A_journey_89,1,37,20,ok,
A_journey_90,1,33,20,ok,
A_journey_91,1,38,8,ok,
A_journey_92,1,35,20,ok,
A_journey_93,1,37,12,ok,
A_journey_94,1,32,20,ok,
A_journey_95,1,34,10,ok,
A_journey_96,1,34,20,ok,
A_journey_97,1,35,20,ok,
A_journey_98,1,42,20,ok,
A_journey_99,1,37,20,ok,
A_journey_100,1,46,20,ok,
B1_funnel_24h,1,102,10,ok,
B1_funnel_24h,2,99,10,ok,
B1_funnel_24h,3,148,10,ok,
B2_funnel_48h,1,170,10,ok,
B2_funnel_48h,2,105,10,ok,
B2_funnel_48h,3,119,10,ok,
B3_inflight_24h,1,19,10,ok,
B3_inflight_24h,2,19,10,ok,
B3_inflight_24h,3,20,10,ok,
B4_hourly_throughput_48h,1,33,476,ok,
B4_hourly_throughput_48h,2,28,476,ok,
B4_hourly_throughput_48h,3,29,476,ok,
B5_route_rollup_24h,1,38,40,ok,
B5_route_rollup_24h,2,35,40,ok,
B5_route_rollup_24h,3,36,40,ok,
